SpeciesCode,,id,alph,alph_ll,alph_ul,alph_iw,tau,tau_ll,tau_ul,tau_iw,tau_sig,prov,grid_id,number_routes
BARR,90,90,3.501786635,2.100304431,5.952136148,3.851831717,0.228620503,-3.772549906,4.313976907,8.086526813,0,NS,191,2
BARR,91,91,2.872581095,1.550017906,5.508438815,3.958420908,-1.605855462,-6.198599483,2.49209338,8.690692862,0,NS,192,1
BARR,92,92,2.000846213,1.140474573,3.466832284,2.326357711,-0.101771033,-4.2061377,3.993617894,8.199755594,0,NS,193,2
BARR,93,93,3.619147788,1.615918885,8.132421488,6.516502603,4.618019207,-0.23509078,10.1312802,10.36637098,0,NS,195,1
BARR,94,94,2.21996878,0.973665082,4.681400825,3.707735743,4.010404198,-1.029257155,10.34083278,11.37008993,0,NS,200,1
BARR,95,95,3.5674983,2.022064241,6.2940845,4.272020258,1.484283271,-1.993994278,5.180050153,7.174044431,0,NS,202,2
BARR,96,96,5.28646255,2.855431809,10.2697247,7.414292888,0.280575954,-3.53714724,4.189670089,7.726817329,0,NS,203,1
BARR,97,97,2.667487627,1.365166874,5.21178268,3.846615806,-0.761262892,-5.601206015,4.147282978,9.748488994,0,NS,204,1
BARR,98,98,3.34780807,2.06351611,5.459748264,3.396232154,0.118931792,-3.801716859,4.171733591,7.97345045,0,NS,205,2
BARR,99,99,2.002443028,0.968061014,3.996897728,3.028836714,0.733536449,-3.585514547,5.561099354,9.146613901,0,NS,208,2
BARR,100,100,1.919886512,1.078787095,3.358677926,2.279890831,0.832070502,-3.096817511,5.160191467,8.257008978,0,NS,209,3
BARR,101,101,2.291419992,1.272086617,4.072765739,2.800679122,-0.064655323,-3.55485227,3.497790613,7.052642883,0,NS,210,3
BARR,102,102,2.267474294,1.201146719,4.260943363,3.059796643,-0.053648142,-4.026330284,4.01360732,8.039937604,0,NS,211,1
BARR,103,103,1.759182986,0.899673267,3.290760071,2.391086803,0.664413835,-3.684110338,5.472270544,9.156380882,0,NS,212,1
BARR,104,104,3.476545364,1.268560871,9.637374397,8.368813526,4.97790242,-1.850933025,13.20340323,15.05433626,0,NS,215,1
BARR,105,105,3.522178459,1.521915001,8.185993912,6.664078911,3.152099517,-2.739986998,9.893147599,12.6331346,0,NS,219,1
BARR,106,106,4.030072979,1.901695697,8.705873862,6.804178165,1.119841548,-4.201512106,6.544140046,10.74565215,0,PE,220,1
BARR,107,107,4.617525985,2.3057951,9.519714441,7.213919342,-0.067956804,-5.000975549,4.785219937,9.786195486,0,PE,221,1
BARR,108,108,5.476234075,2.815309268,11.08278935,8.267480086,-2.99089646,-7.618341259,1.262510967,8.880852226,0,PE,222,1
BARR,109,109,1.735974224,0.758389457,3.884761005,3.126371548,-1.975136132,-8.537713217,4.550287303,13.08800052,0,PE,223,1
BARR,110,110,3.627950453,2.088555796,6.46645683,4.377901034,-0.897849021,-5.189060567,3.276323086,8.465383653,0,PE,224,1
BARR,111,111,1.955940622,0.934066737,4.034276027,3.10020929,-2.896150139,-8.171627632,2.028151461,10.19977909,0,PE,230,1
BARR,112,112,2.302677646,1.146767684,4.627352472,3.480584788,0.667937809,-4.425956549,6.393861639,10.81981819,0,PE,234,1
BARR,113,113,2.672571579,1.700756135,4.20642273,2.505666595,-0.837400435,-3.88612442,2.22630837,6.11243279,0,PE,235,4
BARR,114,114,2.530408206,1.450042888,4.448363387,2.998320499,0.589477623,-3.523469514,5.071782834,8.595252348,0,PE,241,1
